CE ID,customer Name,site Nbr,site Name,FoodServiceVendor
00276,DALLAS ISD,0046,FRED F FLORENCE MIDDLE,
00276,DALLAS ISD,0049,W E GREINER EXPLORATORY ARTS ACAD,
00276,DALLAS ISD,0050,ROBERT T HILL MIDDLE,
00276,DALLAS ISD,0051,O W HOLMES M S/CLASSICAL ACAD,
00276,DALLAS ISD,0052,JOHN B HOOD MIDDLE,
00276,DALLAS ISD,0054,THOMAS C MARSH MIDDLE,
00276,DALLAS ISD,0055,THOMAS J RUSK MIDDLE,
00276,DALLAS ISD,0056,E D WALKER MIDDLE,
00276,DALLAS ISD,0058,ALEX W SPENCE LEARNING CENTER & TAG ACAD,
00276,DALLAS ISD,0059,L V STOCKARD MIDDLE,
00276,DALLAS ISD,0062,BILLY E DADE MIDDLE,
00276,DALLAS ISD,0069,SEAGOVILLE MIDDLE,
00276,DALLAS ISD,0072,SARAH ZUMWALT MIDDLE,
00276,DALLAS ISD,0074,EDISON LEARNING CENTER,
00276,DALLAS ISD,0076,HAROLD W LANG MIDDLE SCHOOL,
00276,DALLAS ISD,0079,FRANCISCO P MEDRANO,
00276,DALLAS ISD,0083,SAM TASBY MIDDLE,
00276,DALLAS ISD,0100,"ZAN WESLEY HOLMES, JR MIDDLE SCHOOL",
00276,DALLAS ISD,0101,J Q ADAMS EL,
00276,DALLAS ISD,0103,GABE P ALLEN CHARTER SCHOOL,
00276,DALLAS ISD,0105,ARCADIA PARK EL,
00276,DALLAS ISD,0108,BAYLES EL,
00276,DALLAS ISD,0109,W A BLAIR EL,
00276,DALLAS ISD,0110,ANNIE WEBB BLANTON EL,
00276,DALLAS ISD,0112,JAMES BOWIE EL,
00276,DALLAS ISD,0114,JOHN NEELY BRYAN EL,
00276,DALLAS ISD,0115,HARRELL BUDD EL,
00276,DALLAS ISD,0116,DAVID G BURNET EL,
00276,DALLAS ISD,0117,RUFUS C BURLESON EL,
00276,DALLAS ISD,0118,W W BUSHMAN EL,
00276,DALLAS ISD,0119,WILLIAM L CABELL EL,
00276,DALLAS ISD,0121,JOHN W CARPENTER EL,
00276,DALLAS ISD,0122,C F CARR EL,
00276,DALLAS ISD,0124,GEORGE W CARVER LEARNING CENTER,
00276,DALLAS ISD,0125,CASA VIEW EL,
00276,DALLAS ISD,0126,CENTRAL EL,
00276,DALLAS ISD,0128,MARTIN LUTHER KING ELEM,
00276,DALLAS ISD,0129,S S CONNER EL,
00276,DALLAS ISD,0130,LEILA P COWART EL,
00276,DALLAS ISD,0131,IGNACIO ZARAGOSA EL,
00276,DALLAS ISD,0133,BARBARA JORDAN EL,
00276,DALLAS ISD,0136,L O DONALD EL,
00276,DALLAS ISD,0137,JULIUS DORSEY EL,
00276,DALLAS ISD,0139,PAUL L DUNBAR LEARNING CENTER,
00276,DALLAS ISD,0140,AMELIA EARHART LEARNING CENTER,
00276,DALLAS ISD,0141,JILL STONE ELEMENTARY SCHOOL AT VICKERY MEADOWS,
00276,DALLAS ISD,0142,J N ERVIN EL,
00276,DALLAS ISD,0144,TOM W FIELD EL,
00276,DALLAS ISD,0145,STEPHEN C FOSTER EL,
00276,DALLAS ISD,0147,CHARLES A GILL EL,
00276,DALLAS ISD,0148,TOM C GOOCH EL,
00276,DALLAS ISD,0149,LENORE KIRK HALL EL,
00276,DALLAS ISD,0152,MARGARET B HENDERSON EL,
00276,DALLAS ISD,0153,VICTOR H HEXTER EL,
00276,DALLAS ISD,0155,C A TATUM JR EL,
00276,DALLAS ISD,0156,NATHANIEL HAWTHORNE EL,
00276,DALLAS ISD,0157,JAMES S HOGG EL,
00276,DALLAS ISD,0158,LIDA HOOE EL,
00276,DALLAS ISD,0159,L L HOTCHKISS EL,
00276,DALLAS ISD,0161,JOHN IRELAND EL,
00276,DALLAS ISD,0163,ALBERT S JOHNSTON EL,
00276,DALLAS ISD,0164,ANSON JONES EL,
00276,DALLAS ISD,0166,EDWIN J KIEST EL,
00276,DALLAS ISD,0167,KLEBERG EL,
00276,DALLAS ISD,0168,OBADIAH KNIGHT EL,
00276,DALLAS ISD,0169,ARTHUR KRAMER EL,
00276,DALLAS ISD,0172,J T BRASHEAR EL,
00276,DALLAS ISD,0173,SIDNEY LANIER EXPRESSIVE ARTS VANGUARD,
00276,DALLAS ISD,0175,UMPHREY LEE EL,
00276,DALLAS ISD,0176,JACK LOWE SR EL,
00276,DALLAS ISD,0177,WILLIAM LIPSCOMB EL,
00276,DALLAS ISD,0180,B H MACON EL,
00276,DALLAS ISD,0181,MAPLE LAWN EL,
00276,DALLAS ISD,0182,HERBERT MARCUS EL,
00276,DALLAS ISD,0183,THOMAS L MARSALIS EL,
00276,DALLAS ISD,0184,BEN MILAM EL,
00276,DALLAS ISD,0186,ROGER Q MILLS EL,
00276,DALLAS ISD,0189,CLARA OLIVER EL,
00276,DALLAS ISD,0191,ELISHA M PEASE EL,
00276,DALLAS ISD,0192,JOHN F PEELER EL,
00276,DALLAS ISD,0193,JOHN J PERSHING EL,
00276,DALLAS ISD,0194,K B POLK ACAD TALENTED AND GIFTED,
00276,DALLAS ISD,0195,PRESTON HOLLOW EL,
00276,DALLAS ISD,0196,J W RAY LEARNING CENTER,
00276,DALLAS ISD,0197,JOHN H REAGAN EL,
00276,DALLAS ISD,0201,CHARLES RICE LEARNING CENTER,
00276,DALLAS ISD,0202,ORAN M ROBERTS EL,
00276,DALLAS ISD,0203,DAN D ROGERS EL,
00276,DALLAS ISD,0205,CLINTON P RUSSELL EL,
00276,DALLAS ISD,0206,ALEX SANGER EL,
00276,DALLAS ISD,0207,SAN JACINTO EL,
00276,DALLAS ISD,0208,SEAGOVILLE EL,
00276,DALLAS ISD,0209,ASCHER SILBERTSTEIN EL,
00276,DALLAS ISD,0210,LESLIE A STEMMONS EL,
00276,DALLAS ISD,0211,STEVENS PARK EL,
00276,DALLAS ISD,0213,T G TERRY EL,
00276,DALLAS ISD,0215,ROBERT L THORNTON EL,
00276,DALLAS ISD,0216,EDWARD TITCHE EL,
00276,DALLAS ISD,0218,GEORGE W TRUETT EL,
00276,DALLAS ISD,0220,MARK TWAIN FUNDAMENTAL VANGUARD,
00276,DALLAS ISD,0222,URBAN PARK EL,
00276,DALLAS ISD,0224,WALNUT HILL EL,
00276,DALLAS ISD,0225,DANIEL WEBSTER EL,
00276,DALLAS ISD,0226,MARTIN WEISS EL,
00276,DALLAS ISD,0228,SUDIE L WILLIAMS EL,
00276,DALLAS ISD,0229,WINNETKA EL,
00276,DALLAS ISD,0230,HARRY C WITHERS EL,
00276,DALLAS ISD,0233,NATHAN ADAMS EL,
00276,DALLAS ISD,0234,H B GONZALEZ ELEMENTARY,
00276,DALLAS ISD,0235,BIRDIE ALEXANDER EL,
00276,DALLAS ISD,0236,NANCY J COCHRAN EL,
00276,DALLAS ISD,0237,J. W. RUNYON ELEMENTARY,
00276,DALLAS ISD,0239,ARTURO SALAZAR ELEMENTARY,
00276,DALLAS ISD,0240,FRANK GUZICK ELEMENTARY,
00276,DALLAS ISD,0244,SEAGOVILLE NORTH ELEM SCHOOL,
00276,DALLAS ISD,0247,ADELFA BOTELLO CALLEJO ELEM SCHOOL,
00276,DALLAS ISD,0250,WHITNEY M YOUNG EL,
00276,DALLAS ISD,0260,LORENZO DE ZAVALA EL,
00276,DALLAS ISD,0263,J P STARKS EL,
00276,DALLAS ISD,0264,RONALD E MCNAIR EL,
00276,DALLAS ISD,0265,ELADIO R MARTINEZ EL,
00276,DALLAS ISD,0266,FREDERICK DOUGLASS EL,
00276,DALLAS ISD,0268,JOHN F KENNEDY L C,
00276,DALLAS ISD,0269,ONESIMO HERNANDEZ EL,
00276,DALLAS ISD,0270,EDUARDO MATA EL,
00276,DALLAS ISD,0271,JULIAN T. SALDIVAR EL,
00276,DALLAS ISD,0272,MARIA MORENO EL,
00276,DALLAS ISD,0273,PLEASANT GROVE EL,
00276,DALLAS ISD,0274,MARY MCLEOD BETHUNE EL,
00276,DALLAS ISD,0275,LOUISE WOLFF KAHN EL,
00276,DALLAS ISD,0276,"GILBERT CUELLAR, SR EL",
00276,DALLAS ISD,0277,THOMAS TOLBERT EL,
00276,DALLAS ISD,0278,LEONIDAS G CIGARROA M D E S,
00276,DALLAS ISD,0279,JERRY JUNKINS EL,
00276,DALLAS ISD,0280,ANNE FRANK EL,
00276,DALLAS ISD,0281,CESAR CHAVEZ L C,
00276,DALLAS ISD,0283,"ESPERANZA ""HOPE"" MEDRANO E S",
00276,DALLAS ISD,0284,HIGHLAND MEADOWS ELEMENTARY SCHOOL,
00276,DALLAS ISD,0286,LEE A. MCSHAN ELEMENTARY,
00276,DALLAS ISD,0287,C M SOTO JR ELEMENTARY,
00276,DALLAS ISD,0289,F G BOTELLO ELEMENTARY SCHOOL,
00276,DALLAS ISD,0301,WILMER-HUTCHINS EL,
00276,DALLAS ISD,0303,THELMA ELIZABETH PAGE RICHARDSON EL,
00276,DALLAS ISD,0304,GEORGE HERBERT WALKER BUSH EL,
00276,DALLAS ISD,0305,Ebby Haliday Elementary School,
00276,DALLAS ISD,0352,BALCH SPRINGS MIDDLE SCHOOL,
00276,DALLAS ISD,0353,ANN RICHARDS MIDDLE SCHOOL,
00276,DALLAS ISD,0354,KENNEDY-CURRY MIDDLE,
00276,DALLAS ISD,0381,BARACK OBAMA MALE LEADERSHIP ACADEMY @  B F DARRELL,
00276,DALLAS ISD,0389,JOHN LESLIE PATTON JR ACADEMIC CENTER,
00276,DALLAS ISD,2262,John B. Hood,
00276,DALLAS ISD,3575,"Dorsey, Julius",
00279,GARLAND ISD,0043,SAM HOUSTON MIDDLE,
00279,GARLAND ISD,1002,Ethridge EL,
00279,GARLAND ISD,1003,Garland HS,
00279,GARLAND ISD,1004,JACKSON TECHNOLOGY CENTER,
00279,GARLAND ISD,1005,WEAVER EL,
00279,GARLAND ISD,1006,Roach EL,
00279,GARLAND ISD,1007,BRADFIELD EL,
00279,GARLAND ISD,1008,TOLER EL,
00279,GARLAND ISD,1009,WALNUT GLEN EL,
00279,GARLAND ISD,1010,SHOREHAVEN EL,
00279,GARLAND ISD,1011,SELLERS MIDDLE,
00279,GARLAND ISD,1012,S GARLAND HS,
00279,GARLAND ISD,1013,N GARLAND HS,
00279,GARLAND ISD,1014,GOLDEN MEADOWS,
00281,IRVING ISD,0102,BROWN EL,
00281,IRVING ISD,0108,JOHNSTON EL,
00281,IRVING ISD,0111,LEE EL,
00281,IRVING ISD,0112,LIVELY EL,
00281,IRVING ISD,0118,ELLIOTT EL,
00281,IRVING ISD,0119,HANES EL,
00281,IRVING ISD,0123,JACKIE MAE TOWNSELL,
00281,IRVING ISD,0166,LEE PARK RECREATION CENTER,
00281,IRVING ISD,0174,CIMARRON TRAIL RECREATION CENTER,
00281,IRVING ISD,0185,YMCA OF IRVING,
00281,IRVING ISD,0189,Georgia Farrow Recreation center,
00281,IRVING ISD,0190,Senter Park Recreation Center,
00281,IRVING ISD,0192,Northwest Park Recreation Center,
00281,IRVING ISD,0224,Townely Elementary,
00332,ENNIS ISD,0102,HOUSTON EL,
